Cheval;Âge;Sexe;Race;Courses;Victoires;Places;"Allocation tot.";"Prime Prop.";"Alloc. + Prime Prop.";"Gain moyen";Valeur
"RAABIHAH                 ";4;F;"PUR SANG";5;1;3;129100,00;0,00;129100,00;25820,00;500
"SIBILA SPAIN             ";3;F;"PUR SANG";6;3;2;127375,00;0,00;127375,00;21229,17;495
"ANCIENT ROME             ";2;M;"PUR SANG";5;3;2;121620,00;0,00;121620,00;24324,00;505
"AIR DE VALSE             ";5;F;"PUR SANG";9;0;8;120510,00;34161,00;154671,00;13390,00;495
"SUBLIMIS                 ";5;H;"PUR SANG";7;2;5;119800,00;0,00;119800,00;17114,29;490
"TAHLIE                   ";3;F;"PUR SANG";4;3;0;119100,00;64314,00;183414,00;29775,00;505
"THE GOOD MAN             ";4;M;"PUR SANG";6;2;4;118900,00;48154,00;167054,00;19816,67;490
"GOLD TRIP                ";4;M;"PUR SANG";3;0;3;118850,00;27559,00;146409,00;39616,67;520
"MIDTOWN                  ";3;M;"PUR SANG";3;1;2;118320,00;0,00;118320,00;39440,00;525
"HAVE A GOOD DAY          ";2;F;"PUR SANG";7;3;3;116930,00;0,00;116930,00;16704,29;480
"RUMI                     ";3;F;"PUR SANG";5;2;1;116900,00;63126,00;180026,00;23380,00;495
"ATOMIC FORCE             ";2;H;"PUR SANG";2;2;0;114100,00;0,00;114100,00;57050,00;505
"REAL WORLD               ";4;M;"PUR SANG";1;1;0;114000,00;0,00;114000,00;114000,00;525
"BERNEUIL                 ";4;H;"PUR SANG";7;2;4;112920,00;45732,00;158652,00;16131,43;500
"VICTOR LUDORUM           ";4;M;"PUR SANG";6;1;3;112235,00;0,00;112235,00;18705,83;530
"IRESINE                  ";4;H;"PUR SANG";6;4;2;111650,00;45218,00;156868,00;18608,33;505
"MAGNY COURS              ";6;H;"PUR SANG";6;2;3;111400,00;0,00;111400,00;18566,67;500
"TRIDENT                  ";2;M;"PUR SANG";3;1;2;105510,00;34067,00;139577,00;35170,00;505
"TROPBEAU                 ";4;F;"PUR SANG";7;0;4;100468,00;0,00;100468,00;14352,57;500
"PENJA                    ";3;F;"PUR SANG";5;3;1;100100,00;54054,00;154154,00;20020,00;490
"OSCULA                   ";2;F;"PUR SANG";3;1;2;99370,00;0,00;99370,00;33123,33;475
"BREIZH EAGLE             ";3;M;"PUR SANG";5;2;1;98080,00;31360,00;129440,00;19616,00;490
"CIRONA                   ";3;F;"PUR SANG";3;1;1;97150,00;34458,00;131608,00;32383,33;490
"GREGOLIMO                ";3;M;"PUR SANG";6;2;4;95280,00;51451,00;146731,00;15880,00;475
"ERASMO                   ";3;M;"PUR SANG";7;2;2;94500,00;0,00;94500,00;13500,00;475
"NOW WE KNOW              ";4;H;"PUR SANG";7;1;6;94300,00;38189,00;132489,00;13471,43;455
"CAPRICE DES DIEUX        ";3;H;"PUR SANG";6;4;1;94100,00;45684,00;139784,00;15683,33;495
"CHESHIRE ACADEMY         ";3;M;"PUR SANG";4;2;1;93900,00;37192,00;131092,00;23475,00;490
"BABYLONE                 ";3;F;"PUR SANG";5;2;1;93420,00;50446,00;143866,00;18684,00;485
"PRADARO                  ";6;H;"PUR SANG";8;1;4;92920,00;29268,00;122188,00;11615,00;465
"ADHAFERA                 ";3;F;"PUR SANG";6;2;3;92600,00;50004,00;142604,00;15433,33;480
"MOMARASA                 ";3;M;"PUR SANG";8;3;5;92250,00;0,00;92250,00;11531,25;425
"INVESTOR                 ";6;H;"PUR SANG";8;3;4;91540,00;28833,00;120373,00;11442,50;445
"THUNDER MOON             ";3;M;"PUR SANG";2;0;1;91440,00;0,00;91440,00;45720,00;510
"NOBLE TRUTH              ";2;M;"PUR SANG";1;0;1;91440,00;20574,00;112014,00;91440,00;480
"SUESA                    ";3;F;"PUR SANG";3;2;1;90010,00;0,00;90010,00;30003,33;550
"KENNELLA                 ";3;F;"PUR SANG";3;0;3;89750,00;30462,00;120212,00;29916,67;505
"KENWAY                   ";4;M;"PUR SANG";10;1;7;88510,00;35846,00;124356,00;8851,00;480
"TUDO BEM                 ";5;H;"PUR SANG";15;2;12;87490,00;35269,00;122759,00;5832,67;420
"DIZZY BIZU               ";2;F;"PUR SANG";6;2;4;86150,00;54274,00;140424,00;14358,33;455
"VADENI                   ";2;M;"PUR SANG";3;2;1;86000,00;13230,00;99230,00;28666,67;465
"AUDARYA                  ";5;F;"PUR SANG";2;0;2;85700,00;19281,00;104981,00;42850,00;530
"DAISY MAISY              ";2;F;"PUR SANG";3;1;2;85580,00;8051,00;93631,00;28526,67;400
"GLADYS SENORA            ";4;F;"PUR SANG";8;3;4;85000,00;34424,00;119424,00;10625,00;445
"FLEUR D'IRIS             ";2;F;"PUR SANG";5;2;2;84800,00;0,00;84800,00;16960,00;485
"SHAMSABAD                ";6;H;"PUR SANG";14;3;8;84000,00;26458,00;110458,00;6000,00;395
"ALMEIDA GIRL             ";3;F;"PUR SANG";11;3;6;83100,00;44874,00;127974,00;7554,55;460
"DILAWAR                  ";4;H;"PUR SANG";6;4;2;82390,00;33367,00;115757,00;13731,67;490
"SMILE MAKERS             ";3;M;"PUR SANG";11;2;7;81740,00;44139,00;125879,00;7430,91;455
"BEST SIXTEEN             ";2;M;"PUR SANG";8;4;3;81300,00;51219,00;132519,00;10162,50;445
"MAPLE BISQUIT            ";3;F;"PUR SANG";7;3;2;81290,00;43896,00;125186,00;11612,86;435
"SALESMAN                 ";4;H;"PUR SANG";9;2;4;81120,00;32852,00;113972,00;9013,33;425
"NOTICEABLE GRACE         ";3;F;"PUR SANG";4;3;0;81000,00;0,00;81000,00;20250,00;480
"NARCOS                   ";4;M;"PUR SANG";9;2;5;80640,00;32658,00;113298,00;8960,00;450
"SWEET LADY               ";3;F;"PUR SANG";5;1;3;80050,00;34233,00;114283,00;16010,00;495
"PEARLS GALORE            ";4;F;"PUR SANG";1;0;1;80010,00;18002,00;98012,00;80010,00;495
"ES LA VIDA               ";3;F;"PUR SANG";6;2;3;79735,00;0,00;79735,00;13289,17;490
"BELLHARBOUR MUSIC        ";3;M;"PUR SANG";6;3;2;79450,00;0,00;79450,00;13241,67;490
"ADHAMO                   ";3;M;"PUR SANG";7;2;2;79150,00;42741,00;121891,00;11307,14;475
"ROYAL FORCE              ";5;H;"PUR SANG";6;3;3;78700,00;31872,00;110572,00;13116,67;450
"ECRIVAIN                 ";4;M;"PUR SANG";8;2;3;78680,00;30320,00;109000,00;9835,00;490
"JOIE DE SOIR             ";3;F;"PUR SANG";4;1;3;78550,00;0,00;78550,00;19637,50;475
"PACO                     ";3;M;"PUR SANG";9;3;5;78000,00;42119,00;120119,00;8666,67;460
"MYSTERIOUS LAND          ";3;H;"PUR SANG";9;3;5;77840,00;42033,00;119873,00;8648,89;445
"DAWN INTELLO             ";4;M;"PUR SANG";5;1;3;77670,00;31456,00;109126,00;15534,00;500
"IDEAL BEAUTY             ";3;F;"PUR SANG";7;1;4;77650,00;0,00;77650,00;11092,86;470
"PEGASUS                  ";6;H;"PUR SANG";7;2;3;77500,00;24412,00;101912,00;11071,43;435
"COACHELLO                ";3;H;"PUR SANG";6;3;2;77400,00;41796,00;119196,00;12900,00;480
"BROKEBACK MOUNTAIN       ";6;H;"PUR SANG";6;2;4;76950,00;24239,00;101189,00;12825,00;460
"OCEAN                    ";3;H;"PUR SANG";7;3;1;76200,00;41148,00;117348,00;10885,71;475
"WHO KNOWS                ";2;F;"PUR SANG";5;2;3;75840,00;43146,00;118986,00;15168,00;470
"BRAN                     ";3;H;"PUR SANG";9;4;4;74840,00;40412,00;115252,00;8315,56;445
"MUBAALEGH                ";7;H;"PUR SANG";10;3;4;74670,00;0,00;74670,00;7467,00;440
"POLICY OF TRUTH          ";3;M;"PUR SANG";3;1;1;74260,00;29308,00;103568,00;24753,33;500
"DEEP BOND                ";4;M;"PUR SANG";2;1;0;74100,00;0,00;74100,00;37050,00;535
"LAYLA                    ";4;F;"PUR SANG";7;2;5;73700,00;29848,00;103548,00;10528,57;445
"RICLA                    ";3;F;"PUR SANG";7;2;3;73550,00;39717,00;113267,00;10507,14;470
"MERVEILLO                ";3;M;"PUR SANG";8;3;5;73500,00;39690,00;113190,00;9187,50;425
"AXDAVALI                 ";3;M;"PUR SANG";9;1;7;73280,00;39569,00;112849,00;8142,22;485
"VALLORIA                 ";3;F;"PUR SANG";5;1;4;73240,00;32355,00;105595,00;14648,00;485
"MOUILLAGE                ";3;M;"PUR SANG";6;2;4;73150,00;39501,00;112651,00;12191,67;460
"LAUDERDALE               ";4;H;"PUR SANG";6;4;2;73000,00;0,00;73000,00;12166,67;475
"KILOECHO                 ";5;H;"PUR SANG";4;3;0;72000,00;29160,00;101160,00;18000,00;440
"DJO FRANCAIS             ";3;M;"PUR SANG";6;2;4;71970,00;38863,00;110833,00;11995,00;465
"NORTHERN RULER           ";3;M;"PUR SANG";5;2;2;70820,00;0,00;70820,00;14164,00;485
"TOPGEAR                  ";2;M;"PUR SANG";3;3;0;70500,00;44415,00;114915,00;23500,00;490
"LOULIANA                 ";3;F;"PUR SANG";4;2;2;70500,00;38070,00;108570,00;17625,00;455
"EUDAIMONIA               ";6;F;"PUR SANG";3;0;3;70350,00;17016,00;87366,00;23450,00;520
"SPEAK OF THE DEVIL       ";4;F;"PUR SANG";5;1;2;70290,00;22295,00;92585,00;14058,00;505
"ATEEM                    ";6;H;"PUR SANG";7;2;3;70120,00;22087,00;92207,00;10017,14;455
"MAZELTOF                 ";5;H;"PUR SANG";13;4;6;69750,00;28248,00;97998,00;5365,38;415
"FORT PAYNE               ";3;M;"PUR SANG";7;1;5;69710,00;37642,00;107352,00;9958,57;475
"TIDES OF WAR             ";3;M;"PUR SANG";5;2;3;69500,00;0,00;69500,00;13900,00;505
"PALUS ARGENTEUS          ";4;M;"PUR SANG";11;3;5;69420,00;28113,00;97533,00;6310,91;420
"CALISTE                  ";6;H;"PUR SANG";10;3;6;69340,00;21840,00;91180,00;6934,00;420
"IN CROWD                 ";3;M;"PUR SANG";6;3;3;69200,00;0,00;69200,00;11533,33;460
"DIAMOND VENDOME          ";6;H;"PUR SANG";11;2;6;69040,00;21746,00;90786,00;6276,36;490
"STRADIVARIUS             ";7;M;"PUR SANG";1;0;1;68580,00;0,00;68580,00;68580,00;550
"LA JOCONDE               ";3;F;"PUR SANG";1;0;1;68580,00;0,00;68580,00;68580,00;480
"ALENQUER                 ";3;M;"PUR SANG";2;0;1;68580,00;0,00;68580,00;34290,00;520
"BELIEVE IN LOVE          ";4;F;"PUR SANG";1;0;1;68580,00;0,00;68580,00;68580,00;475
"REINA MADRE              ";3;F;"PUR SANG";6;2;2;68040,00;0,00;68040,00;11340,00;440
"LADY DAY                 ";3;F;"PUR SANG";7;2;4;68000,00;36720,00;104720,00;9714,29;465
"ANASIA                   ";3;F;"PUR SANG";5;2;1;67000,00;36180,00;103180,00;13400,00;475
"MILLAU                   ";3;H;"PUR SANG";6;3;3;66640,00;35985,00;102625,00;11106,67;485
"BOBYDARGENT              ";5;H;"PUR SANG";6;2;4;66420,00;26899,00;93319,00;11070,00;420
"REGALIEN                 ";2;M;"PUR SANG";7;1;5;66340,00;17097,00;83437,00;9477,14;390
"PANJAMAN                 ";4;H;"PUR SANG";8;3;4;66190,00;26805,00;92995,00;8273,75;425
"QUELLO                   ";3;M;"PUR SANG";7;3;4;65860,00;0,00;65860,00;9408,57;455
"THE REVENANT             ";6;H;"PUR SANG";3;0;3;65100,00;0,00;65100,00;21700,00;520
"BAKOEL KOFFIE            ";7;M;"PUR SANG";8;2;3;64840,00;20423,00;85263,00;8105,00;395
"JERI                     ";4;H;"PUR SANG";5;3;2;64350,00;26061,00;90411,00;12870,00;450
"HOPEFUL                  ";4;H;"PUR SANG";7;2;2;63300,00;25636,00;88936,00;9042,86;440
"THUNDER DRUM             ";3;F;"PUR SANG";7;2;2;62950,00;0,00;62950,00;8992,86;465
"IDENTIFIED               ";3;H;"PUR SANG";9;4;2;62920,00;0,00;62920,00;6991,11;430
"WE RIDE THE WORLD        ";6;H;"PUR SANG";9;2;6;62400,00;19656,00;82056,00;6933,33;460
"GO TO HOLLYWOOD          ";5;H;"PUR SANG";9;1;7;62200,00;25189,00;87389,00;6911,11;420
"ALGIERS                  ";4;M;"PUR SANG";6;1;4;62000,00;0,00;62000,00;10333,33;485
"HARAJUKU                 ";3;F;"PUR SANG";6;1;3;62000,00;0,00;62000,00;10333,33;485
"ELUSIVE FOOT             ";4;M;"PUR SANG";8;1;6;61890,00;25064,00;86954,00;7736,25;460
"GAGARIN'S MOON           ";3;M;"PUR SANG";8;3;5;61810,00;33377,00;95187,00;7726,25;445
"QAISER                   ";3;M;"PUR SANG";8;3;5;61800,00;33372,00;95172,00;7725,00;455
"SWEET VICTORY            ";3;F;"PUR SANG";9;2;4;61600,00;0,00;61600,00;6844,44;425
"PERSEVERANTS             ";3;M;"PUR SANG";7;2;3;60850,00;32859,00;93709,00;8692,86;455
"IL DECAMERONE            ";5;H;"PUR SANG";9;2;6;60600,00;24539,00;85139,00;6733,33;450
"ZELDA                    ";2;F;"PUR SANG";4;3;0;60500,00;38115,00;98615,00;15125,00;440
"EGOT                     ";3;M;"PUR SANG";4;2;1;60320,00;0,00;60320,00;15080,00;500
"SEACHANGE                ";4;F;"PUR SANG";6;2;3;59700,00;24178,00;83878,00;9950,00;475
"SCHERZO                  ";2;M;"PUR SANG";4;2;2;59500,00;29295,00;88795,00;14875,00;440
"HOT QUEEN                ";2;F;"PUR SANG";8;2;6;59260,00;37332,00;96592,00;7407,50;445
"BOCCIATORE               ";5;H;"PUR SANG";12;2;10;59050,00;23912,00;82962,00;4920,83;330
"KEYFLOWER                ";3;F;"PUR SANG";7;1;5;58370,00;31519,00;89889,00;8338,57;455
"BELGIAN PRINCE           ";4;H;"PUR SANG";11;2;8;58340,00;23626,00;81966,00;5303,64;375
"HOT SPOT                 ";5;H;"PUR SANG";9;3;4;58200,00;23571,00;81771,00;6466,67;450
"ALTER ADLER              ";3;M;"PUR SANG";6;2;3;57800,00;0,00;57800,00;9633,33;500
"SKY ANGEL                ";3;F;"PUR SANG";7;1;5;57750,00;0,00;57750,00;8250,00;455
"ANTERSELVA               ";2;F;"PUR SANG";9;2;5;57710,00;34592,00;92302,00;6412,22;410
"AMAZONIE                 ";3;F;"PUR SANG";7;3;4;57630,00;31120,00;88750,00;8232,86;425
"SHERAZ                   ";4;H;"PUR SANG";4;1;3;57600,00;23328,00;80928,00;14400,00;470
"BIALYSTOK                ";3;M;"PUR SANG";8;2;6;57270,00;30924,00;88194,00;7158,75;420
"TILSIT                   ";4;M;"PUR SANG";1;0;1;57150,00;0,00;57150,00;57150,00;505
"WILD MAJESTY             ";4;H;"PUR SANG";7;2;4;57060,00;0,00;57060,00;8151,43;450
"GABELLO                  ";3;M;"PUR SANG";7;2;3;56900,00;30726,00;87626,00;8128,57;460
"J'AURAIS DU              ";5;M;"PUR SANG";20;2;11;56550,00;22901,00;79451,00;2827,50;350
"LA PARENCE               ";3;F;"PUR SANG";5;3;1;56320,00;30412,00;86732,00;11264,00;455
"ACER ALLEY               ";2;F;"PUR SANG";4;2;1;56200,00;0,00;56200,00;14050,00;460
"STORMY POUSS             ";3;F;"PUR SANG";5;2;2;56000,00;30240,00;86240,00;11200,00;455
"ALBIR                    ";5;M;"PUR SANG";11;1;8;55760,00;22581,00;78341,00;5069,09;360
"MO CELITA                ";3;F;"PUR SANG";3;1;2;55485,00;0,00;55485,00;18495,00;440
"MAROON SIX               ";2;M;"PUR SANG";8;2;6;55410,00;34907,00;90317,00;6926,25;445
"CASH EQUITY              ";3;M;"PUR SANG";7;1;5;55300,00;29862,00;85162,00;7900,00;460
"TIMOUR                   ";3;M;"PUR SANG";7;1;6;55300,00;29862,00;85162,00;7900,00;475
"MOAI                     ";3;M;"PUR SANG";6;2;3;54800,00;0,00;54800,00;9133,33;480
"JOLI COUP                ";2;H;"PUR SANG";9;1;8;54780,00;34510,00;89290,00;6086,67;460
"O TRASNO                 ";3;M;"PUR SANG";7;2;4;54550,00;29457,00;84007,00;7792,86;445
"MAKING MOOVIES           ";2;M;"PUR SANG";4;2;2;54500,00;34335,00;88835,00;13625,00;490
"LORD CHARMING            ";3;M;"PUR SANG";3;1;2;54500,00;0,00;54500,00;18166,67;485
"WOW                      ";7;H;"PUR SANG";8;4;2;54400,00;0,00;54400,00;6800,00;410
"BROUILLARD               ";4;M;"PUR SANG";10;1;7;54250,00;21969,00;76219,00;5425,00;390
"NOELLE                   ";3;F;"PUR SANG";13;4;5;54080,00;29202,00;83282,00;4160,00;365
"COEUR DE PIERRE          ";5;H;"PUR SANG";5;1;2;54000,00;21870,00;75870,00;10800,00;475
"LAGOONE CHOPE            ";2;F;"PUR SANG";12;4;7;53885,00;26386,00;80271,00;4490,42;355
"VARKESHA                 ";4;F;"PUR SANG";6;3;2;53800,00;21788,00;75588,00;8966,67;470
"RESHABAR                 ";4;M;"PUR SANG";5;1;4;53720,00;21756,00;75476,00;10744,00;485
"AZACHOP                  ";6;H;"PUR SANG";13;4;2;53650,00;16899,00;70549,00;4126,92;420
"AMAZONYA                 ";5;F;"PUR SANG";11;3;5;53600,00;21705,00;75305,00;4872,73;365
"KARLSTAD                 ";6;H;"PUR SANG";7;1;5;53320,00;16795,00;70115,00;7617,14;470
"POUVOIR ROYAL            ";3;M;"PUR SANG";6;2;4;53300,00;28782,00;82082,00;8883,33;450
"FRIENDLY FACE            ";3;M;"PUR SANG";8;1;6;53260,00;28760,00;82020,00;6657,50;450
"KING ROBBE               ";4;H;"PUR SANG";13;1;7;53220,00;21553,00;74773,00;4093,85;405
"PAPUA                    ";4;F;"PUR SANG";6;1;5;52950,00;21444,00;74394,00;8825,00;405
"WASACHOP                 ";4;H;"PUR SANG";17;4;8;52750,00;21360,00;74110,00;3102,94;385
"SATISFIED                ";3;F;"PUR SANG";8;2;4;52750,00;28485,00;81235,00;6593,75;400
"LIGHT STARS              ";3;F;"PUR SANG";7;2;3;52650,00;28431,00;81081,00;7521,43;450
"LORD ACHILLES            ";4;M;"PUR SANG";8;1;7;52440,00;21237,00;73677,00;6555,00;460
"ESOPE                    ";3;M;"PUR SANG";5;1;2;52430,00;28312,00;80742,00;10486,00;465
"JAZZY WOOD               ";2;M;"PUR SANG";13;1;11;52400,00;30743,00;83143,00;4030,77;350
"EL BODEGON               ";2;M;"PUR SANG";2;1;1;52000,00;0,00;52000,00;26000,00;465
"TOIMY SON                ";2;M;"PUR SANG";6;2;3;51900,00;32697,00;84597,00;8650,00;460
"URGENT APPEAL            ";3;M;"PUR SANG";5;2;2;51750,00;27945,00;79695,00;10350,00;440
"MEDIA STREAM             ";3;M;"PUR SANG";6;1;5;51650,00;0,00;51650,00;8608,33;470
"BEL ARISTO               ";3;M;"PUR SANG";6;2;4;51200,00;27648,00;78848,00;8533,33;460
"BAZOQUES                 ";3;F;"PUR SANG";6;1;5;50970,00;27523,00;78493,00;8495,00;390
"BE AHEAD                 ";4;F;"PUR SANG";7;1;4;50700,00;0,00;50700,00;7242,86;380
"MARIA AMALIA             ";3;F;"PUR SANG";6;3;3;50630,00;0,00;50630,00;8438,33;430
"PERLE DE NUIT            ";5;F;"PUR SANG";10;3;5;50550,00;19894,00;70444,00;5055,00;375
"KENDY TIME               ";3;H;"PUR SANG";8;2;3;50500,00;27270,00;77770,00;6312,50;395
"PADOVANA                 ";4;F;"PUR SANG";5;3;1;50420,00;20419,00;70839,00;10084,00;450
"NORWEGIAN SIR            ";4;M;"PUR SANG";8;2;5;50400,00;20410,00;70810,00;6300,00;400
"PRINCE DE MONTFORT       ";3;H;"PUR SANG";12;2;4;50380,00;27204,00;77584,00;4198,33;400
"BEST FLYING              ";2;F;"PUR SANG";4;1;3;50350,00;31720,00;82070,00;12587,50;470
"BLUE SWAN                ";4;H;"PUR SANG";8;1;6;50200,00;20331,00;70531,00;6275,00;415
"KAVIARE                  ";3;F;"PUR SANG";8;2;6;50160,00;27085,00;77245,00;6270,00;415
"MUGUETTE GIRL            ";5;F;"PUR SANG";11;4;4;50150,00;20309,00;70459,00;4559,09;335
"MODERATOR                ";4;H;"PUR SANG";6;2;3;50120,00;20298,00;70418,00;8353,33;460
"JANNAH FLOWER            ";3;F;"PUR SANG";5;1;4;50100,00;27054,00;77154,00;10020,00;465
"MR DE POURCEAUGNAC       ";4;H;"PUR SANG";8;2;5;50020,00;20257,00;70277,00;6252,50;470
"TORPEN                   ";4;H;"PUR SANG";14;1;11;49820,00;20175,00;69995,00;3558,57;365
"LONGVILLERS              ";3;M;"PUR SANG";7;2;4;49610,00;26788,00;76398,00;7087,14;455
"DREAMFLIGHT              ";2;M;"PUR SANG";3;1;2;49450,00;0,00;49450,00;16483,33;495
"ALEXINA                  ";3;F;"PUR SANG";17;3;8;49400,00;26676,00;76076,00;2905,88;305
"HOOTTON                  ";4;H;"PUR SANG";11;2;6;49350,00;19985,00;69335,00;4486,36;390
"AMILCAR                  ";5;M;"PUR SANG";4;2;1;49320,00;19974,00;69294,00;12330,00;470
"JUPYRA                   ";4;F;"PUR SANG";7;2;3;49320,00;19973,00;69293,00;7045,71;460
"TRUST ON HIM             ";3;M;"PUR SANG";16;3;12;49230,00;26580,00;75810,00;3076,88;370
"HOOKING                  ";5;H;"PUR SANG";6;2;2;49000,00;19844,00;68844,00;8166,67;430
"REBEL D'ANS              ";6;H;"PUR SANG";10;3;2;48950,00;15418,00;64368,00;4895,00;360
"BERKANE                  ";3;M;"PUR SANG";6;2;2;48810,00;26356,00;75166,00;8135,00;405
"DARE                     ";4;F;"PUR SANG";12;3;7;48750,00;0,00;48750,00;4062,50;375
"INVINCIBLE LIGHT         ";3;H;"PUR SANG";6;2;4;48680,00;26286,00;74966,00;8113,33;415
"PARCHEMIN                ";3;H;"PUR SANG";3;1;2;48660,00;0,00;48660,00;16220,00;500
"NORVILLE                 ";3;H;"PUR SANG";9;3;5;48650,00;26271,00;74921,00;5405,56;375
"MAX LA FRIPOUILLE        ";9;H;"PUR SANG";11;3;6;48520,00;15282,00;63802,00;4410,91;375
"ROCK BLANC               ";4;H;"PUR SANG";4;3;1;48500,00;19642,00;68142,00;12125,00;455
"SHAFAAF                  ";3;M;"PUR SANG";4;3;1;48500,00;0,00;48500,00;12125,00;440
"BROK                     ";3;M;"PUR SANG";7;1;5;48475,00;26176,00;74651,00;6925,00;390
"NATIONAL SERVICE         ";4;H;"PUR SANG";5;1;2;48400,00;19602,00;68002,00;9680,00;445
"CLOUDY DAWN              ";3;F;"PUR SANG";2;1;1;48250,00;0,00;48250,00;24125,00;490
"SKALLETO                 ";7;H;"PUR SANG";7;1;6;48240,00;15194,00;63434,00;6891,43;430
"CONTROL TOWER            ";4;F;"PUR SANG";6;0;5;48200,00;19521,00;67721,00;8033,33;460
"FAYONA                   ";3;F;"PUR SANG";8;2;5;48130,00;25989,00;74119,00;6016,25;385
"BE MY DAY                ";4;H;"PUR SANG";8;2;3;48060,00;19463,00;67523,00;6007,50;415
"SOFT LIGHT               ";5;M;"PUR SANG";5;2;3;47910,00;19402,00;67312,00;9582,00;465
"STORMBRINGER             ";6;H;"PUR SANG";6;3;0;47500,00;0,00;47500,00;7916,67;450
"LE BRONN                 ";4;H;"PUR SANG";8;2;5;47160,00;19098,00;66258,00;5895,00;440
"WHIZZ KID                ";5;H;"PUR SANG";7;2;4;47120,00;0,00;47120,00;6731,43;445
"KARLARINA                ";4;F;"PUR SANG";3;1;2;47100,00;19075,00;66175,00;15700,00;460
"ABSURDE                  ";3;H;"PUR SANG";5;1;4;46750,00;25245,00;71995,00;9350,00;460
"WEETAMOO                 ";3;F;"PUR SANG";7;2;5;46580,00;25153,00;71733,00;6654,29;430
"RIGHTEOUS LOVE           ";6;H;"PUR SANG";12;3;6;46550,00;14661,00;61211,00;3879,17;355
"SAGA TIMGAD              ";5;M;"PUR SANG";9;1;6;46300,00;18750,00;65050,00;5144,44;400
"WIND OF CHANGE           ";3;M;"PUR SANG";10;2;6;46000,00;24840,00;70840,00;4600,00;360
"EVERESTE                 ";3;F;"PUR SANG";10;2;7;45920,00;24796,00;70716,00;4592,00;400
"MORTON                   ";3;M;"PUR SANG";5;3;2;45880,00;24775,00;70655,00;9176,00;460
"BIG FREEZE               ";3;H;"PUR SANG";13;2;8;45840,00;24752,00;70592,00;3526,15;360
"MUTABAHI                 ";3;M;"PUR SANG";6;3;3;45750,00;24705,00;70455,00;7625,00;450
"FANTASTIC SPIRIT         ";4;H;"PUR SANG";4;1;2;45720,00;18516,00;64236,00;11430,00;460
"NABUNGA                  ";9;H;"PUR SANG";15;3;11;45600,00;14361,00;59961,00;3040,00;285
"PONT MIRABEAU            ";3;M;"PUR SANG";4;1;3;45550,00;24597,00;70147,00;11387,50;405
"ILOT SECRET              ";3;M;"PUR SANG";9;2;7;45500,00;24570,00;70070,00;5055,56;355
"FAST RAAJ                ";3;M;"PUR SANG";3;1;1;45500,00;24570,00;70070,00;15166,67;495
"ATAARED                  ";2;F;"PUR SANG";3;2;1;45460,00;0,00;45460,00;15153,33;450
"SEE THE ROSE             ";3;F;"PUR SANG";5;0;5;45450,00;0,00;45450,00;9090,00;480
"MON BEL CANTO            ";3;H;"PUR SANG";6;2;4;45300,00;24462,00;69762,00;7550,00;435
"MATTINA FORZA            ";4;F;"PUR SANG";18;3;9;45100,00;18262,00;63362,00;2505,56;350
"BY THE WAY               ";4;H;"PUR SANG";7;1;6;45000,00;18223,00;63223,00;6428,57;360
"RODERICK                 ";5;H;"PUR SANG";4;1;3;45000,00;0,00;45000,00;11250,00;425
"HALLOWED TIME            ";3;H;"PUR SANG";12;2;6;44900,00;0,00;44900,00;3741,67;365
"GALIK                    ";3;H;"PUR SANG";8;2;2;44880,00;24235,00;69115,00;5610,00;445
"THROUGH THE MIST         ";3;F;"PUR SANG";7;1;4;44850,00;24219,00;69069,00;6407,14;405
"MIKA D'O                 ";3;H;"PUR SANG";10;2;7;44800,00;24190,00;68990,00;4480,00;400
"PAMOUSCHANA              ";3;F;"PUR SANG";7;1;6;44750,00;24165,00;68915,00;6392,86;465
"HASTALAVISTABABY         ";3;F;"PUR SANG";7;1;5;44640,00;24105,00;68745,00;6377,14;455
"CHIRIMIRI                ";3;M;"PUR SANG";9;2;5;44620,00;0,00;44620,00;4957,78;395
"FANG                     ";3;M;"PUR SANG";8;2;6;44550,00;24056,00;68606,00;5568,75;410
"BARATTI                  ";3;M;"PUR SANG";4;3;0;44500,00;0,00;44500,00;11125,00;460
"LETTYT FIGHT             ";4;H;"PUR SANG";8;1;4;44500,00;18022,00;62522,00;5562,50;390
"OMNIA MUNDA MUNDIS       ";3;F;"PUR SANG";7;0;5;44320,00;23932,00;68252,00;6331,43;450
"SADARAK                  ";6;H;"PUR SANG";30;3;13;44150,00;13146,00;57296,00;1471,67;235
"VAUTRIN                  ";6;M;"PUR SANG";14;3;9;44050,00;13873,00;57923,00;3146,43;365
"BOIS D'ARGENT            ";4;H;"PUR SANG";6;2;4;44030,00;17830,00;61860,00;7338,33;430
"ENTSCHEIDEN              ";6;M;"PUR SANG";2;0;2;44005,00;0,00;44005,00;22002,50;490
"KEMARI                   ";3;H;"PUR SANG";1;0;1;44000,00;0,00;44000,00;44000,00;495
"VAUBAN                   ";3;H;"PUR SANG";4;2;2;43900,00;23706,00;67606,00;10975,00;460
"ANSILIA                  ";3;F;"PUR SANG";7;1;3;43750,00;23625,00;67375,00;6250,00;455
"MARTIAL EAGLE            ";3;M;"PUR SANG";5;1;4;43740,00;0,00;43740,00;8748,00;460
"NOBLE MUSIC              ";5;F;"PUR SANG";6;1;4;43680,00;0,00;43680,00;7280,00;455
"ROMANOSA                 ";3;F;"PUR SANG";7;1;6;43650,00;0,00;43650,00;6235,71;370
